segment,income,age,sports,gradschl
1,47.41958041958042,42.21678321678322,0.1048951048951049,0.2867132867132867
2,63.58620689655172,50.48275862068966,0.7241379310344828,0.6724137931034483
3,61.785714285714285,46.214285714285715,0.42857142857142855,0.07142857142857142
4,59.06666666666667,45.333333333333336,0.7333333333333333,0.4
5,57.75,44.035714285714285,0.17857142857142858,0.0
6,62.6578947368421,46.973684210526315,0.3684210526315789,0.2894736842105263
